fecha,hora,provincia,localidad,precio
2023/01/12,23:50:45,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/12,23:50:49,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/12,23:50:52,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/12,23:50:56,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/12,23:51:00,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/12,23:51:03,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/12,23:51:07,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/12,23:51:11,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/12,23:51:14,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/12,23:51:18,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/12,23:51:22,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/12,23:51:26,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/12,23:51:29,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/12,23:51:33,CHUBUT,ESQUEL,"$ 430,00"
2023/01/12,23:51:37,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/12,23:51:40,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/12,23:51:44,CHUBUT,TRELEW,"$ 430,00"
2023/01/12,23:51:48,CORDOBA,MARCOS JUARES,
2023/01/12,23:51:51,CORDOBA,MORTEROS,
2023/01/12,23:51:55,CORRIENTES,GOYA,"$ 447,50"
2023/01/12,23:51:58,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/12,23:52:02,LA PAMPA,SANTA ROSA,"$ 397,00"
2023/01/12,23:52:07,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/12,23:52:11,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/12,23:52:15,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:23,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/12,23:52:27,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:30,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/12,23:52:34,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/12,23:52:38,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/12,23:52:42,RIO NEGRO,CATRIEL,
2023/01/12,23:52:45,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/12,23:52:49,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/01/12,23:52:57,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/12,23:53:01,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/12,23:53:09,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/12,23:53:12,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/12,23:53:17,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/12,23:53:21,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/12,23:53:32,SANTA FE,VENADO TUERTO,
2023/01/12,23:53:36,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/12,23:53:39,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/12,23:50:45,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/12,23:50:49,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/12,23:50:52,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/12,23:50:56,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/12,23:51:00,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/12,23:51:03,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/12,23:51:07,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/12,23:51:11,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/12,23:51:14,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/12,23:51:18,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/12,23:51:22,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/12,23:51:26,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/12,23:51:29,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/12,23:51:33,CHUBUT,ESQUEL,"$ 430,00"
2023/01/12,23:51:37,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/12,23:51:40,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/12,23:51:44,CHUBUT,TRELEW,"$ 430,00"
2023/01/12,23:51:48,CORDOBA,MARCOS JUARES,
2023/01/12,23:51:51,CORDOBA,MORTEROS,
2023/01/12,23:51:55,CORRIENTES,GOYA,"$ 447,50"
2023/01/12,23:51:58,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/12,23:52:02,LA PAMPA,SANTA ROSA,"$ 397,00"
2023/01/12,23:52:07,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/12,23:52:11,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/12,23:52:15,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:23,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/12,23:52:27,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:30,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/12,23:52:34,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/12,23:52:38,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/12,23:52:42,RIO NEGRO,CATRIEL,
2023/01/12,23:52:45,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/12,23:52:49,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/01/12,23:52:57,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/12,23:53:01,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/12,23:53:09,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/12,23:53:12,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/12,23:53:17,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/12,23:53:21,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/12,23:53:32,SANTA FE,VENADO TUERTO,
2023/01/12,23:53:36,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/12,23:53:39,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/12,23:50:45,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/12,23:50:49,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/12,23:50:52,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/12,23:50:56,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/12,23:51:00,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/12,23:51:03,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/12,23:51:07,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/12,23:51:11,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/12,23:51:14,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/12,23:51:18,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/12,23:51:22,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/12,23:51:26,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/12,23:51:29,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/12,23:51:33,CHUBUT,ESQUEL,"$ 430,00"
2023/01/12,23:51:37,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/12,23:51:40,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/12,23:51:44,CHUBUT,TRELEW,"$ 430,00"
2023/01/12,23:51:48,CORDOBA,MARCOS JUARES,
2023/01/12,23:51:51,CORDOBA,MORTEROS,
2023/01/12,23:51:55,CORRIENTES,GOYA,"$ 447,50"
2023/01/12,23:51:58,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/12,23:52:02,LA PAMPA,SANTA ROSA,"$ 397,00"
2023/01/12,23:52:07,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/12,23:52:11,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/12,23:52:15,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:23,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/12,23:52:27,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:30,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/12,23:52:34,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/12,23:52:38,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/12,23:52:42,RIO NEGRO,CATRIEL,
2023/01/12,23:52:45,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/12,23:52:49,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/01/12,23:52:57,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/12,23:53:01,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/12,23:53:09,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/12,23:53:12,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/12,23:53:17,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/12,23:53:21,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/12,23:53:32,SANTA FE,VENADO TUERTO,
2023/01/12,23:53:36,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/12,23:53:39,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/12,23:50:45,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/12,23:50:49,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/12,23:50:52,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/12,23:50:56,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/12,23:51:00,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/12,23:51:03,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/12,23:51:07,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/12,23:51:11,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/12,23:51:14,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/12,23:51:18,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/12,23:51:22,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/12,23:51:26,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/12,23:51:29,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/12,23:51:33,CHUBUT,ESQUEL,"$ 430,00"
2023/01/12,23:51:37,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/12,23:51:40,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/12,23:51:44,CHUBUT,TRELEW,"$ 430,00"
2023/01/12,23:51:48,CORDOBA,MARCOS JUARES,
2023/01/12,23:51:51,CORDOBA,MORTEROS,
2023/01/12,23:51:55,CORRIENTES,GOYA,"$ 447,50"
2023/01/12,23:51:58,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/12,23:52:02,LA PAMPA,SANTA ROSA,"$ 397,00"
2023/01/12,23:52:07,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/12,23:52:11,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/12,23:52:15,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:23,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/12,23:52:27,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/12,23:52:30,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/12,23:52:34,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/12,23:52:38,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/12,23:52:42,RIO NEGRO,CATRIEL,
2023/01/12,23:52:45,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/12,23:52:49,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/01/12,23:52:57,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/12,23:53:01,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/12,23:53:09,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/12,23:53:12,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/12,23:53:17,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/12,23:53:21,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/12,23:53:32,SANTA FE,VENADO TUERTO,
2023/01/12,23:53:36,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/12,23:53:39,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/13,20:20:24,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/13,20:20:28,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/13,20:20:32,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/13,20:20:36,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/13,20:20:40,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/13,20:20:44,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/13,20:20:48,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/13,20:20:52,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/13,20:20:56,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/13,20:21:00,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/13,20:21:04,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/13,20:21:08,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/13,20:21:12,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/13,20:21:17,CHUBUT,ESQUEL,"$ 430,00"
2023/01/13,20:21:20,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/13,20:21:24,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/13,20:21:29,CHUBUT,TRELEW,"$ 430,00"
2023/01/13,20:21:33,CORDOBA,MARCOS JUARES,
2023/01/13,20:21:37,CORDOBA,MORTEROS,
2023/01/13,20:21:41,CORRIENTES,GOYA,"$ 447,50"
2023/01/13,20:21:45,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/13,20:21:48,LA PAMPA,SANTA ROSA,"$ 420,00"
2023/01/13,20:21:52,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/13,20:21:56,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/13,20:22:00,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/13,20:22:09,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/13,20:22:12,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/13,20:22:17,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/13,20:22:21,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/13,20:22:24,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/13,20:22:29,RIO NEGRO,CATRIEL,"$ 430,00"
2023/01/13,20:22:33,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/13,20:22:37,RIO NEGRO,CINCO SALTOS,
2023/01/13,20:22:45,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/13,20:22:49,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/13,20:22:58,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/13,20:23:02,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/13,20:23:06,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/13,20:23:10,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/13,20:23:22,SANTA FE,VENADO TUERTO,
2023/01/13,20:23:26,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/13,20:23:30,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/13,21:00:03,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/13,21:00:07,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/13,21:00:11,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/13,21:00:15,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/01/13,21:00:19,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/13,21:00:23,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/13,21:00:27,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/13,21:00:32,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/13,21:00:36,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/13,21:00:40,BUENOS AIRES,MERCEDES,"$ 534,50"
2023/01/13,21:00:44,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/13,21:00:48,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/13,21:00:52,CHUBUT,COMODORO RIVADAVIA,"$ 325,00"
2023/01/13,21:00:56,CHUBUT,ESQUEL,"$ 430,00"
2023/01/13,21:01:00,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/13,21:01:04,CHUBUT,RADA TILLY,"$ 325,00"
2023/01/13,21:01:08,CHUBUT,TRELEW,"$ 430,00"
2023/01/13,21:01:12,CORDOBA,MARCOS JUARES,
2023/01/13,21:01:16,CORDOBA,MORTEROS,
2023/01/13,21:01:20,CORRIENTES,GOYA,"$ 447,50"
2023/01/13,21:01:24,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/01/13,21:01:28,LA PAMPA,SANTA ROSA,"$ 420,00"
2023/01/13,21:01:32,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/13,21:01:36,NEUQUEN,CUTRAL CO,"$ 430,00"
2023/01/13,21:01:40,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/13,21:01:48,NEUQUEN,PLOTTIER,"$ 402,50"
2023/01/13,21:01:52,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/13,21:01:56,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/13,21:02:00,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/13,21:02:04,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/13,21:02:08,RIO NEGRO,CATRIEL,"$ 430,00"
2023/01/13,21:02:12,RIO NEGRO,CHOELE CHOEL,"$ 398,00"
2023/01/13,21:02:16,RIO NEGRO,CINCO SALTOS,
2023/01/13,21:02:25,RIO NEGRO,EL BOLSON,"$ 430,00"
2023/01/13,21:02:29,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/13,21:02:37,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/13,21:02:42,RIO NEGRO,VILLA REGINA,"$ 390,00"
2023/01/13,21:02:46,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/13,21:02:50,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/13,21:03:02,SANTA FE,VENADO TUERTO,
2023/01/13,21:03:06,TIERRA DEL FUEGO,RIO GRANDE,"$ 409,00"
2023/01/13,21:03:10,TIERRA DEL FUEGO,USHUAIA,"$ 409,00"
2023/01/31,00:21:02,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/01/31,00:21:11,BUENOS AIRES,AZUL,"$ 390,00"
2023/01/31,00:21:20,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/01/31,00:21:30,BUENOS AIRES,CARLOS CASARES,
2023/01/31,00:21:39,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/01/31,00:21:49,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/01/31,00:21:59,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/01/31,00:22:08,BUENOS AIRES,JUNIN,"$ 390,00"
2023/01/31,00:22:17,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/01/31,00:22:27,BUENOS AIRES,MERCEDES,"$ 545,50"
2023/01/31,00:22:40,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/01/31,00:22:49,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/01/31,00:22:59,CHUBUT,COMODORO RIVADAVIA,"$ 430,00"
2023/01/31,00:23:08,CHUBUT,ESQUEL,"$ 430,00"
2023/01/31,00:23:18,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/01/31,00:23:27,CHUBUT,RADA TILLY,
2023/01/31,00:23:39,CHUBUT,TRELEW,"$ 430,00"
2023/01/31,00:23:52,CORDOBA,MARCOS JUARES,
2023/01/31,00:24:04,CORDOBA,MORTEROS,"$ 427,00"
2023/01/31,00:24:16,CORRIENTES,GOYA,"$ 447,50"
2023/01/31,00:24:29,LA PAMPA,GENERAL PICO,
2023/01/31,00:24:41,LA PAMPA,SANTA ROSA,"$ 420,00"
2023/01/31,00:24:53,NEUQUEN,CENTENARIO,"$ 402,50"
2023/01/31,00:25:06,NEUQUEN,CUTRAL CO,
2023/01/31,00:25:18,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/01/31,00:25:35,NEUQUEN,PLOTTIER,"$ 430,00"
2023/01/31,00:25:47,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/01/31,00:25:56,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/01/31,00:26:09,NEUQUEN,ZAPALA,"$ 430,00"
2023/01/31,00:26:21,RIO NEGRO,ALLEN,"$ 430,00"
2023/01/31,00:26:34,RIO NEGRO,CATRIEL,
2023/01/31,00:26:46,RIO NEGRO,CHOELE CHOEL,
2023/01/31,00:26:58,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/01/31,00:27:15,RIO NEGRO,EL BOLSON,
2023/01/31,00:27:27,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/01/31,00:27:43,RIO NEGRO,VIEDMA,"$ 390,00"
2023/01/31,00:27:56,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/01/31,00:28:06,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/01/31,00:28:15,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/01/31,00:28:47,SANTA FE,VENADO TUERTO,"$ 427,00"
2023/01/31,00:28:57,TIERRA DEL FUEGO,RIO GRANDE,"$ 427,00"
2023/01/31,00:29:07,TIERRA DEL FUEGO,USHUAIA,"$ 417,00"
2023/02/01,00:41:05,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/02/01,00:41:15,BUENOS AIRES,AZUL,"$ 390,00"
2023/02/01,00:41:24,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/02/01,00:41:34,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/02/01,00:41:44,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/02/01,00:41:53,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/02/01,00:42:03,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/02/01,00:42:12,BUENOS AIRES,JUNIN,"$ 390,00"
2023/02/01,00:42:22,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/02/01,00:42:32,BUENOS AIRES,MERCEDES,"$ 545,50"
2023/02/01,00:42:44,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/02/01,00:42:54,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/02/01,00:43:03,CHUBUT,COMODORO RIVADAVIA,"$ 430,00"
2023/02/01,00:43:13,CHUBUT,ESQUEL,"$ 430,00"
2023/02/01,00:43:23,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/02/01,00:43:32,CHUBUT,RADA TILLY,
2023/02/01,00:43:42,CHUBUT,TRELEW,"$ 430,00"
2023/02/01,00:43:51,CORDOBA,MARCOS JUARES,
2023/02/01,00:44:04,CORDOBA,MORTEROS,"$ 427,00"
2023/02/01,00:44:13,CORRIENTES,GOYA,"$ 447,50"
2023/02/01,00:44:23,LA PAMPA,GENERAL PICO,"$ 397,00"
2023/02/01,00:44:33,LA PAMPA,SANTA ROSA,"$ 420,00"
2023/02/01,00:44:45,NEUQUEN,CENTENARIO,"$ 402,50"
2023/02/01,00:44:55,NEUQUEN,CUTRAL CO,
2023/02/01,00:45:04,NEUQUEN,JUNIN DE LOS ANDES,"$ 430,00"
2023/02/01,00:45:20,NEUQUEN,PLOTTIER,"$ 402,50"
2023/02/01,00:45:30,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 430,00"
2023/02/01,00:45:40,NEUQUEN,VILLA LA ANGOSTURA,"$ 430,00"
2023/02/01,00:45:49,NEUQUEN,ZAPALA,"$ 430,00"
2023/02/01,00:45:59,RIO NEGRO,ALLEN,"$ 430,00"
2023/02/01,00:46:09,RIO NEGRO,CATRIEL,
2023/02/01,00:46:18,RIO NEGRO,CHOELE CHOEL,
2023/02/01,00:46:27,RIO NEGRO,CINCO SALTOS,"$ 402,50"
2023/02/01,00:46:43,RIO NEGRO,EL BOLSON,
2023/02/01,00:46:53,RIO NEGRO,GENERAL ROCA,"$ 402,50"
2023/02/01,00:47:09,RIO NEGRO,VIEDMA,"$ 390,00"
2023/02/01,00:47:18,RIO NEGRO,VILLA REGINA,"$ 430,00"
2023/02/01,00:47:28,SANTA CRUZ,CALETA OLIVIA,"$ 430,00"
2023/02/01,00:47:38,SANTA CRUZ,RIO GALLEGOS,"$ 430,00"
2023/02/01,00:48:06,SANTA FE,VENADO TUERTO,"$ 427,00"
2023/02/01,00:48:15,TIERRA DEL FUEGO,RIO GRANDE,"$ 417,00"
2023/02/01,00:48:25,TIERRA DEL FUEGO,USHUAIA,"$ 417,00"
2023/02/01,01:09:24,BUENOS AIRES,9 DE JULIO,"$ 382,50"
2023/02/01,01:09:34,BUENOS AIRES,AZUL,"$ 390,00"
2023/02/01,01:09:44,BUENOS AIRES,BRAGADO,"$ 390,00"
2023/02/01,01:09:53,BUENOS AIRES,CARLOS CASARES,"$ 390,00"
2023/02/01,01:10:03,BUENOS AIRES,CHACABUCO,"$ 390,00"
2023/02/01,01:10:12,BUENOS AIRES,CHIVILCOY,"$ 390,00"
2023/02/01,01:10:22,BUENOS AIRES,GENERAL VILLEGAS,"$ 382,50"
2023/02/01,01:10:32,BUENOS AIRES,JUNIN,"$ 390,00"
2023/02/01,01:10:41,BUENOS AIRES,LINCOLN,"$ 390,00"
2023/02/01,01:10:51,BUENOS AIRES,MERCEDES,"$ 545,50"
2023/02/01,01:11:01,BUENOS AIRES,PEHUAJO,"$ 382,50"
2023/02/01,01:11:10,BUENOS AIRES,TRENQUE LAUQUEN,"$ 382,50"
2023/02/01,01:11:19,CHUBUT,COMODORO RIVADAVIA,"$ 430,00"
2023/02/01,01:11:29,CHUBUT,ESQUEL,"$ 430,00"
2023/02/01,01:11:39,CHUBUT,PUERTO MADRYN,"$ 430,00"
2023/02/01,01:11:48,CHUBUT,RADA TILLY,
2023/02/01,01:11:57,CHUBUT,TRELEW,"$ 430,00"
2023/02/01,01:12:07,CORDOBA,MARCOS JUARES,
2023/02/01,01:12:16,CORDOBA,MORTEROS,"$ 427,00"
2023/02/01,01:12:26,CORRIENTES,GOYA,"$ 447,50"
