fecha,hora,provincia,localidad,precio
2023/05/06,00:45:02,NEUQUEN,JUNIN DE LOS ANDES,"$ 505,00"
2023/05/06,00:45:18,NEUQUEN,PLOTTIER,"$ 505,00"
2023/05/06,00:45:28,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 505,00"
2023/05/06,00:45:38,NEUQUEN,VILLA LA ANGOSTURA,"$ 505,00"
2023/05/06,00:45:47,NEUQUEN,ZAPALA,"$ 505,00"
2023/05/06,00:45:57,RIO NEGRO,ALLEN,"$ 505,00"
2023/05/06,00:46:07,RIO NEGRO,CATRIEL,"$ 505,00"
2023/05/06,00:46:16,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/06,00:46:26,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/06,00:46:45,RIO NEGRO,EL BOLSON,
2023/05/06,00:46:54,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/06,00:47:11,RIO NEGRO,VIEDMA,"$ 457,00"
2023/05/06,00:47:20,RIO NEGRO,VILLA REGINA,"$ 505,00"
2023/05/06,00:47:30,SANTA CRUZ,CALETA OLIVIA,"$ 505,00"
2023/05/06,00:47:40,SANTA CRUZ,RIO GALLEGOS,"$ 505,00"
2023/05/06,00:48:09,SANTA FE,VENADO TUERTO,
2023/05/06,00:48:19,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/06,00:48:28,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/06,00:53:15,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/06,00:53:25,BUENOS AIRES,AZUL,"$ 457,00"
2023/05/06,00:53:35,BUENOS AIRES,BRAGADO,"$ 457,00"
2023/05/06,00:53:44,BUENOS AIRES,CARLOS CASARES,"$ 457,00"
2023/05/06,00:53:54,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/06,00:54:04,BUENOS AIRES,CHIVILCOY,"$ 393,00"
2023/05/06,00:54:13,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/06,00:54:23,BUENOS AIRES,JUNIN,"$ 402,50"
2023/05/06,00:54:42,BUENOS AIRES,MERCEDES,
2023/05/06,00:54:51,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/06,00:55:01,BUENOS AIRES,TRENQUE LAUQUEN,"$ 402,50"
2023/05/06,00:55:11,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/06,00:55:20,CHUBUT,ESQUEL,"$ 505,00"
2023/05/06,00:55:30,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/06,00:55:39,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/06,00:55:49,CHUBUT,TRELEW,"$ 492,50"
2023/05/06,00:55:59,CORDOBA,MARCOS JUARES,"$ 505,00"
2023/05/06,00:56:08,CORDOBA,MORTEROS,"$ 505,00"
2023/05/06,00:56:18,CORRIENTES,GOYA,"$ 525,00"
2023/05/06,00:56:28,LA PAMPA,GENERAL PICO,"$ 493,00"
2023/05/06,00:56:37,LA PAMPA,SANTA ROSA,"$ 493,00"
2023/05/06,00:56:47,NEUQUEN,CENTENARIO,"$ 505,00"
2023/05/06,00:56:57,NEUQUEN,CUTRAL CO,"$ 505,00"
2023/05/06,00:57:06,NEUQUEN,JUNIN DE LOS ANDES,"$ 505,00"
2023/05/06,00:57:22,NEUQUEN,PLOTTIER,"$ 505,00"
2023/05/06,00:57:32,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 505,00"
2023/05/06,00:57:41,NEUQUEN,VILLA LA ANGOSTURA,"$ 505,00"
2023/05/06,00:57:51,NEUQUEN,ZAPALA,"$ 505,00"
2023/05/06,00:58:01,RIO NEGRO,ALLEN,"$ 505,00"
2023/05/06,00:58:10,RIO NEGRO,CATRIEL,"$ 505,00"
2023/05/06,00:58:20,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/06,00:58:30,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/06,00:58:46,RIO NEGRO,EL BOLSON,
2023/05/06,00:58:55,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/06,00:59:12,RIO NEGRO,VIEDMA,"$ 457,00"
2023/05/06,00:59:21,RIO NEGRO,VILLA REGINA,"$ 505,00"
2023/05/06,00:59:31,SANTA CRUZ,CALETA OLIVIA,"$ 505,00"
2023/05/06,00:59:40,SANTA CRUZ,RIO GALLEGOS,"$ 505,00"
2023/05/06,01:00:09,SANTA FE,VENADO TUERTO,
2023/05/06,01:00:19,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/06,01:00:29,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/07,00:53:19,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/07,00:53:28,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/07,00:53:38,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/07,00:53:48,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/07,00:53:57,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/07,00:54:07,BUENOS AIRES,CHIVILCOY,"$ 472,00"
2023/05/07,00:54:17,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/07,00:54:26,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/07,00:54:36,BUENOS AIRES,LINCOLN,
2023/05/07,00:54:46,BUENOS AIRES,MERCEDES,
2023/05/07,00:54:55,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/07,00:55:05,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/07,00:55:15,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/07,00:55:24,CHUBUT,ESQUEL,"$ 525,00"
2023/05/07,00:55:34,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/07,00:55:44,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/07,00:55:53,CHUBUT,TRELEW,"$ 492,50"
2023/05/07,00:56:03,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/07,00:56:13,CORDOBA,MORTEROS,"$ 519,00"
2023/05/07,00:56:25,CORRIENTES,GOYA,"$ 525,00"
2023/05/07,00:56:35,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/07,00:56:44,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/07,00:56:54,NEUQUEN,CENTENARIO,"$ 509,00"
2023/05/07,00:57:04,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/07,00:57:13,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/07,00:57:30,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/07,00:57:42,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/07,00:57:51,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/07,00:58:01,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/07,00:58:10,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/07,00:58:20,RIO NEGRO,CATRIEL,
2023/05/07,00:58:30,RIO NEGRO,CHOELE CHOEL,
2023/05/07,00:58:39,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/07,00:58:56,RIO NEGRO,EL BOLSON,
2023/05/07,00:59:05,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/07,00:59:24,RIO NEGRO,VIEDMA,"$ 472,00"
2023/05/07,00:59:34,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/07,00:59:43,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/07,00:59:54,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/07,01:00:29,SANTA FE,VENADO TUERTO,
2023/05/07,01:00:38,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/07,01:00:48,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/07,01:03:10,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/07,01:03:20,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/07,01:03:29,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/07,01:03:39,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/07,01:03:49,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/07,01:03:59,BUENOS AIRES,CHIVILCOY,"$ 472,00"
2023/05/07,01:04:08,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/07,01:04:18,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/07,01:04:28,BUENOS AIRES,LINCOLN,
2023/05/07,01:04:37,BUENOS AIRES,MERCEDES,
2023/05/07,01:04:47,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/07,01:04:57,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/07,01:05:06,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/07,01:05:16,CHUBUT,ESQUEL,"$ 492,50"
2023/05/07,01:05:26,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/07,01:05:35,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/07,01:05:45,CHUBUT,TRELEW,"$ 492,50"
2023/05/07,01:05:55,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/07,01:06:05,CORDOBA,MORTEROS,"$ 519,00"
2023/05/07,01:06:14,CORRIENTES,GOYA,"$ 525,00"
2023/05/07,01:06:24,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/07,01:06:34,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/07,01:06:43,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/07,01:06:53,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/07,01:07:03,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/07,01:07:19,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/07,01:07:29,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/07,01:07:39,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/07,01:07:48,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/07,01:07:58,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/07,01:08:08,RIO NEGRO,CATRIEL,
2023/05/07,01:08:17,RIO NEGRO,CHOELE CHOEL,
2023/05/07,01:08:27,RIO NEGRO,CINCO SALTOS,"$ 485,00"
2023/05/07,01:08:43,RIO NEGRO,EL BOLSON,
2023/05/07,01:08:53,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/07,01:09:09,RIO NEGRO,VIEDMA,"$ 472,00"
2023/05/07,01:09:21,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/07,01:09:31,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/07,01:09:40,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/07,01:10:09,SANTA FE,VENADO TUERTO,
2023/05/07,01:10:19,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/07,01:10:28,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/08,00:57:05,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/08,00:57:15,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/08,00:57:25,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/08,00:57:34,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/08,00:57:44,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/08,00:57:54,BUENOS AIRES,CHIVILCOY,"$ 472,00"
2023/05/08,00:58:03,BUENOS AIRES,GENERAL VILLEGAS,"$ 472,00"
2023/05/08,00:58:13,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/08,00:58:23,BUENOS AIRES,LINCOLN,
2023/05/08,00:58:32,BUENOS AIRES,MERCEDES,
2023/05/08,00:58:42,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/08,00:58:51,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/08,00:59:01,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/08,00:59:11,CHUBUT,ESQUEL,"$ 525,00"
2023/05/08,00:59:20,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/08,00:59:30,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/08,00:59:40,CHUBUT,TRELEW,"$ 492,50"
2023/05/08,00:59:49,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/08,00:59:59,CORDOBA,MORTEROS,"$ 519,00"
2023/05/08,01:00:08,CORRIENTES,GOYA,"$ 525,00"
2023/05/08,01:00:18,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/08,01:00:27,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/08,01:00:37,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/08,01:00:47,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/08,01:00:56,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/08,01:01:13,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/08,01:01:22,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/08,01:01:32,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/08,01:01:42,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/08,01:01:51,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/08,01:02:04,RIO NEGRO,CATRIEL,
2023/05/08,01:02:16,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/08,01:02:26,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/08,01:02:42,RIO NEGRO,EL BOLSON,
2023/05/08,01:02:51,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/08,01:03:08,RIO NEGRO,VIEDMA,"$ 481,00"
2023/05/08,01:03:17,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/08,01:03:27,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/08,01:03:37,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/08,01:04:08,SANTA FE,VENADO TUERTO,
2023/05/08,01:04:18,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/08,01:04:28,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/08,01:09:25,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/08,01:09:34,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/08,01:09:44,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/08,01:09:54,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/08,01:10:03,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/08,01:10:13,BUENOS AIRES,CHIVILCOY,"$ 472,00"
2023/05/08,01:10:23,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/08,01:10:32,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/08,01:10:42,BUENOS AIRES,LINCOLN,
2023/05/08,01:10:52,BUENOS AIRES,MERCEDES,
2023/05/08,01:11:02,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/08,01:11:11,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/08,01:11:21,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/08,01:11:31,CHUBUT,ESQUEL,"$ 525,00"
2023/05/08,01:11:40,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/08,01:11:49,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/08,01:11:59,CHUBUT,TRELEW,"$ 492,50"
2023/05/08,01:12:10,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/08,01:12:19,CORDOBA,MORTEROS,"$ 519,00"
2023/05/08,01:12:28,CORRIENTES,GOYA,"$ 525,00"
2023/05/08,01:12:38,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/08,01:12:48,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/08,01:12:57,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/08,01:13:07,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/08,01:13:17,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/08,01:13:33,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/08,01:13:43,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/08,01:13:52,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/08,01:14:02,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/08,01:14:12,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/08,01:14:21,RIO NEGRO,CATRIEL,
2023/05/08,01:14:31,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/08,01:14:41,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/08,01:14:56,RIO NEGRO,EL BOLSON,
2023/05/08,01:15:09,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/08,01:15:25,RIO NEGRO,VIEDMA,"$ 472,00"
2023/05/08,01:15:35,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/08,01:15:44,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/08,01:15:54,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/08,01:16:23,SANTA FE,VENADO TUERTO,
2023/05/08,01:16:33,TIERRA DEL FUEGO,RIO GRANDE,"$ 498,50"
2023/05/08,01:16:42,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/09,00:53:22,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/09,00:53:32,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/09,00:53:41,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/09,00:53:51,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/09,00:54:00,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/09,00:54:10,BUENOS AIRES,CHIVILCOY,
2023/05/09,00:54:20,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/09,00:54:29,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/09,00:54:39,BUENOS AIRES,LINCOLN,"$ 472,00"
2023/05/09,00:54:49,BUENOS AIRES,MERCEDES,
2023/05/09,00:54:58,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/09,00:55:08,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/09,00:55:17,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/09,00:55:27,CHUBUT,ESQUEL,"$ 525,00"
2023/05/09,00:55:36,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/09,00:55:46,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/09,00:55:55,CHUBUT,TRELEW,"$ 492,50"
2023/05/09,00:56:05,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/09,00:56:15,CORDOBA,MORTEROS,"$ 519,00"
2023/05/09,00:56:24,CORRIENTES,GOYA,"$ 525,00"
2023/05/09,00:56:34,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/09,00:56:43,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/09,00:56:53,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/09,00:57:03,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/09,00:57:12,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/09,00:57:28,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/09,00:57:38,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/09,00:57:48,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/09,00:57:57,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/09,00:58:07,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/09,00:58:16,RIO NEGRO,CATRIEL,
2023/05/09,00:58:25,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/09,00:58:35,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/09,00:58:51,RIO NEGRO,EL BOLSON,
2023/05/09,00:59:01,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/09,00:59:17,RIO NEGRO,VIEDMA,"$ 481,00"
2023/05/09,00:59:26,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/09,00:59:36,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/09,00:59:46,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/09,01:00:24,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/09,01:00:34,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/09,01:14:05,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/09,01:14:15,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/09,01:14:24,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/09,01:14:34,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/09,01:14:44,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/09,01:14:54,BUENOS AIRES,CHIVILCOY,
2023/05/09,01:15:03,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/09,01:15:13,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/09,01:15:23,BUENOS AIRES,LINCOLN,"$ 472,00"
2023/05/09,01:15:32,BUENOS AIRES,MERCEDES,
2023/05/09,01:15:42,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/09,01:15:52,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/09,01:16:02,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/09,01:16:11,CHUBUT,ESQUEL,"$ 525,00"
2023/05/09,01:16:21,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/09,01:16:31,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/09,01:16:40,CHUBUT,TRELEW,"$ 492,50"
2023/05/09,01:16:50,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/09,01:17:00,CORDOBA,MORTEROS,"$ 519,00"
2023/05/09,01:17:10,CORRIENTES,GOYA,"$ 525,00"
2023/05/09,01:17:19,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/09,01:17:32,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/09,01:17:41,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/09,01:17:51,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/09,01:18:01,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/09,01:18:17,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/09,01:18:26,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/09,01:18:36,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/09,01:18:48,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/09,01:19:01,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/09,01:19:10,RIO NEGRO,CATRIEL,
2023/05/09,01:19:20,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/09,01:19:30,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/09,01:19:46,RIO NEGRO,EL BOLSON,
2023/05/09,01:19:56,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/09,01:20:12,RIO NEGRO,VIEDMA,"$ 481,00"
2023/05/09,01:20:24,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/09,01:20:34,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/09,01:20:43,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/09,01:21:20,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/09,01:21:32,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/09,01:20:12,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/09,01:20:21,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/09,01:20:31,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/09,01:20:40,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/09,01:20:49,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/09,01:20:58,BUENOS AIRES,CHIVILCOY,
2023/05/09,01:21:07,BUENOS AIRES,GENERAL VILLEGAS,"$ 402,50"
2023/05/09,01:21:17,BUENOS AIRES,JUNIN,"$ 472,00"
2023/05/09,01:21:26,BUENOS AIRES,LINCOLN,"$ 472,00"
2023/05/09,01:21:35,BUENOS AIRES,MERCEDES,
2023/05/09,01:21:45,BUENOS AIRES,PEHUAJO,"$ 402,50"
2023/05/09,01:21:54,BUENOS AIRES,TRENQUE LAUQUEN,
2023/05/09,01:22:04,CHUBUT,COMODORO RIVADAVIA,"$ 492,50"
2023/05/09,01:22:14,CHUBUT,ESQUEL,"$ 525,00"
2023/05/09,01:22:24,CHUBUT,PUERTO MADRYN,"$ 492,50"
2023/05/09,01:22:33,CHUBUT,RADA TILLY,"$ 492,50"
2023/05/09,01:22:43,CHUBUT,TRELEW,"$ 492,50"
2023/05/09,01:22:53,CORDOBA,MARCOS JUARES,"$ 519,00"
2023/05/09,01:23:02,CORDOBA,MORTEROS,"$ 519,00"
2023/05/09,01:23:12,CORRIENTES,GOYA,"$ 525,00"
2023/05/09,01:23:22,LA PAMPA,GENERAL PICO,"$ 509,00"
2023/05/09,01:23:31,LA PAMPA,SANTA ROSA,"$ 509,00"
2023/05/09,01:23:41,NEUQUEN,CENTENARIO,"$ 525,00"
2023/05/09,01:23:51,NEUQUEN,CUTRAL CO,"$ 525,00"
2023/05/09,01:24:00,NEUQUEN,JUNIN DE LOS ANDES,"$ 525,00"
2023/05/09,01:24:17,NEUQUEN,PLOTTIER,"$ 525,00"
2023/05/09,01:24:26,NEUQUEN,SAN MARTIN DE LOS ANDES,"$ 525,00"
2023/05/09,01:24:36,NEUQUEN,VILLA LA ANGOSTURA,"$ 525,00"
2023/05/09,01:24:46,NEUQUEN,ZAPALA,"$ 525,00"
2023/05/09,01:24:55,RIO NEGRO,ALLEN,"$ 525,00"
2023/05/09,01:25:05,RIO NEGRO,CATRIEL,
2023/05/09,01:25:15,RIO NEGRO,CHOELE CHOEL,"$ 485,00"
2023/05/09,01:25:24,RIO NEGRO,CINCO SALTOS,"$ 481,00"
2023/05/09,01:25:41,RIO NEGRO,EL BOLSON,
2023/05/09,01:25:50,RIO NEGRO,GENERAL ROCA,"$ 481,00"
2023/05/09,01:26:06,RIO NEGRO,VIEDMA,"$ 472,00"
2023/05/09,01:26:16,RIO NEGRO,VILLA REGINA,"$ 525,00"
2023/05/09,01:26:26,SANTA CRUZ,CALETA OLIVIA,"$ 525,00"
2023/05/09,01:26:36,SANTA CRUZ,RIO GALLEGOS,"$ 525,00"
2023/05/09,01:27:14,TIERRA DEL FUEGO,RIO GRANDE,"$ 500,00"
2023/05/09,01:27:24,TIERRA DEL FUEGO,USHUAIA,"$ 500,00"
2023/05/10,00:41:13,BUENOS AIRES,9 DE JULIO,"$ 402,50"
2023/05/10,00:41:22,BUENOS AIRES,AZUL,"$ 472,00"
2023/05/10,00:41:34,BUENOS AIRES,BRAGADO,"$ 472,00"
2023/05/10,00:41:44,BUENOS AIRES,CARLOS CASARES,"$ 472,00"
2023/05/10,00:41:56,BUENOS AIRES,CHACABUCO,"$ 393,00"
2023/05/10,00:42:09,BUENOS AIRES,CHIVILCOY,"$ 472,00"
